id,date,unit_measurement,quantity,price_per_unit,total_income,id_crop
2145,2020-10-01,200,43,1200,51600,
2146,2021-02-11,300,54,1400,75600,
2147,2021-02-18,200,36,1200,43200,
2148,2021-03-21,300,21,1400,29400,
2149,2020-06-26,200,43,1200,51600,
2150,2020-10-22,200,47,1200,56400,
2151,2020-11-09,300,42,1400,58800,
2152,2020-10-14,200,36,1200,43200,
2153,2020-08-05,300,44,1400,61600,
2154,2020-09-14,200,40,1200,48000,
2155,2020-10-25,200,39,1200,46800,
2156,2021-04-16,200,29,1200,34800,
2157,2020-10-13,200,59,1200,70800,
2158,2020-12-24,300,37,1400,51800,
2159,2020-07-30,300,25,1400,35000,
2160,2020-12-29,300,47,1400,65800,
2161,2020-10-08,300,20,1400,28000,
2162,2021-01-05,300,57,1400,79800,
2163,2020-10-11,200,54,1200,64800,
2164,2020-08-20,200,23,1200,27600,
2165,2020-11-25,300,41,1400,57400,
2166,2020-09-26,200,29,1200,34800,
2167,2021-01-10,300,28,1400,39200,
2168,2021-04-19,300,47,1400,65800,
2169,2020-08-17,300,24,1400,33600,
2170,2020-07-30,300,48,1400,67200,
2171,2020-07-31,200,41,1200,49200,
2172,2020-12-04,300,45,1400,63000,
2173,2021-02-15,200,45,1200,54000,
2174,2020-10-06,200,25,1200,30000,
2175,2021-03-27,300,54,1400,75600,
2176,2021-04-19,200,23,1200,27600,
2177,2020-09-26,200,54,1200,64800,
2178,2021-03-25,200,29,1200,34800,
2179,2021-02-10,300,25,1400,35000,
2180,2020-06-30,300,25,1400,35000,
2181,2020-06-29,300,46,1400,64400,
2182,2020-07-28,300,26,1400,36400,
2183,2021-04-17,200,21,1200,25200,
2184,2021-02-21,300,40,1400,56000,
2185,2020-11-08,200,26,1200,31200,
2186,2021-03-16,300,29,1400,40600,
2187,2021-04-01,300,40,1400,56000,
2188,2021-03-04,300,45,1400,63000,
2189,2020-07-28,300,44,1400,61600,
2190,2020-07-18,200,48,1200,57600,
2191,2020-12-01,300,30,1400,42000,
2192,2020-10-30,200,50,1200,60000,
2193,2021-03-01,300,31,1400,43400,
2194,2021-02-04,300,51,1400,71400,
2195,2020-07-16,200,45,1200,54000,
2196,2020-07-21,300,25,1400,35000,
2197,2020-12-02,200,24,1200,28800,
2198,2021-04-10,300,51,1400,71400,
2199,2021-04-12,200,29,1200,34800,
2200,2020-10-24,200,47,1200,56400,
2201,2020-08-28,200,43,1200,51600,
2202,2021-04-18,200,41,1200,49200,
2203,2020-11-28,200,47,1200,56400,
2204,2020-12-14,200,27,1200,32400,
2205,2021-03-02,200,44,1200,52800,
2206,2020-11-24,200,55,1200,66000,
2207,2020-08-03,300,43,1400,60200,
2208,2021-02-14,300,42,1400,58800,
2209,2021-04-01,300,22,1400,30800,
2210,2020-12-12,200,53,1200,63600,
2211,2020-11-14,300,57,1400,79800,
2212,2020-09-11,200,55,1200,66000,
2213,2021-03-01,200,49,1200,58800,
2214,2020-11-27,300,43,1400,60200,
2215,2020-09-06,200,34,1200,40800,
2216,2020-09-18,200,53,1200,63600,
2217,2021-03-17,200,35,1200,42000,
2218,2020-08-31,200,44,1200,52800,
2219,2020-10-19,300,45,1400,63000,
2220,2021-01-13,200,22,1200,26400,
2221,2021-01-17,300,29,1400,40600,
2222,2021-04-18,200,22,1200,26400,
2223,2020-11-18,300,37,1400,51800,
2224,2020-08-12,200,33,1200,39600,
2225,2021-02-11,300,21,1400,29400,
2226,2021-02-24,300,45,1400,63000,
2227,2020-10-08,300,58,1400,81200,
2228,2020-10-29,200,32,1200,38400,
2229,2020-12-20,200,36,1200,43200,
2230,2020-09-24,200,26,1200,31200,
2231,2020-09-12,200,51,1200,61200,
2232,2020-10-02,200,26,1200,31200,
2233,2020-12-17,300,24,1400,33600,
2234,2021-01-06,300,26,1400,36400,
2235,2020-09-01,300,33,1400,46200,
2236,2020-12-09,300,30,1400,42000,
2237,2020-07-01,300,26,1400,36400,
2238,2020-12-09,300,29,1400,40600,
2239,2020-11-25,200,24,1200,28800,
2240,2021-03-17,200,55,1200,66000,
2241,2020-08-19,300,28,1400,39200,
2242,2020-08-30,300,41,1400,57400,
2243,2020-11-21,300,57,1400,79800,
2244,2020-09-01,300,50,1400,70000,
2245,2020-08-17,300,48,1400,67200,
2246,2020-12-19,300,60,1400,84000,
2247,2021-01-28,200,35,1200,42000,
2248,2020-08-17,200,22,1200,26400,
2249,2020-07-01,300,38,1400,53200,
2250,2021-01-11,300,29,1400,40600,
2251,2020-10-25,300,34,1400,47600,
2252,2020-09-12,300,41,1400,57400,
2253,2020-11-27,300,59,1400,82600,
2254,2020-10-12,300,56,1400,78400,
2255,2020-10-07,200,53,1200,63600,
2256,2020-09-11,200,20,1200,24000,
2257,2020-12-27,200,31,1200,37200,
2258,2021-03-27,300,54,1400,75600,
2259,2020-07-20,200,54,1200,64800,
2260,2021-02-12,200,50,1200,60000,
2261,2021-01-28,200,31,1200,37200,
2262,2020-08-07,200,38,1200,45600,
2263,2020-10-09,200,31,1200,37200,
2264,2020-08-02,300,27,1400,37800,
2265,2020-08-14,300,36,1400,50400,
2266,2020-08-27,300,21,1400,29400,
2267,2020-07-14,300,39,1400,54600,
2268,2020-12-30,300,33,1400,46200,
2269,2021-02-13,300,31,1400,43400,
2270,2020-09-12,200,39,1200,46800,
2271,2020-09-06,300,23,1400,32200,
2272,2020-12-16,200,42,1200,50400,
2273,2020-09-02,300,32,1400,44800,
2274,2020-09-02,300,54,1400,75600,
2275,2020-07-31,300,51,1400,71400,
2276,2021-01-13,300,48,1400,67200,
2277,2021-01-22,200,40,1200,48000,
2278,2020-07-23,200,52,1200,62400,
2279,2020-11-09,300,42,1400,58800,
2280,2020-10-01,200,45,1200,54000,
2281,2020-10-18,300,35,1400,49000,
2282,2021-02-16,300,26,1400,36400,
2283,2020-12-28,200,54,1200,64800,
2284,2021-01-01,300,39,1400,54600,
2285,2021-03-09,300,46,1400,64400,
2286,2021-03-13,300,46,1400,64400,
2287,2020-07-26,300,48,1400,67200,
2288,2020-11-15,200,22,1200,26400,
2289,2020-09-27,300,47,1400,65800,
2290,2021-03-26,200,50,1200,60000,
2291,2020-09-17,300,37,1400,51800,
2292,2021-02-21,200,56,1200,67200,
2293,2021-02-27,200,42,1200,50400,
2294,2020-09-19,200,58,1200,69600,
2295,2020-07-21,200,39,1200,46800,
2296,2021-03-05,300,20,1400,28000,
2297,2020-11-04,200,20,1200,24000,
2298,2020-11-16,300,56,1400,78400,
2299,2020-12-17,300,55,1400,77000,
2300,2020-09-12,200,26,1200,31200,
2301,2020-11-22,200,21,1200,25200,
2302,2021-02-03,200,49,1200,58800,
2303,2021-03-29,200,23,1200,27600,
2304,2021-02-26,300,20,1400,28000,
2305,2021-03-11,300,35,1400,49000,
2306,2020-12-07,200,49,1200,58800,
2307,2020-08-07,200,36,1200,43200,
2308,2021-02-19,200,44,1200,52800,
2309,2021-02-28,200,22,1200,26400,
2310,2021-03-24,200,40,1200,48000,
2311,2021-02-03,300,22,1400,30800,
2312,2020-11-22,200,49,1200,58800,
2313,2020-09-18,300,48,1400,67200,
2314,2021-01-24,300,36,1400,50400,
2315,2020-08-23,300,59,1400,82600,
2316,2020-07-09,200,36,1200,43200,
2317,2020-09-04,200,55,1200,66000,
2318,2021-02-11,200,30,1200,36000,
2319,2020-08-21,300,31,1400,43400,
2320,2021-01-15,200,53,1200,63600,
2321,2020-07-10,300,57,1400,79800,
2322,2020-08-27,300,22,1400,30800,
2323,2020-07-02,200,23,1200,27600,
2324,2020-12-01,300,52,1400,72800,
2325,2020-10-16,200,59,1200,70800,
2326,2021-04-14,300,26,1400,36400,
2327,2020-12-11,300,56,1400,78400,
2328,2020-11-30,200,33,1200,39600,
2329,2021-03-05,300,56,1400,78400,
2330,2021-03-05,300,60,1400,84000,
2331,2020-08-22,200,24,1200,28800,
2332,2020-07-25,200,54,1200,64800,
2333,2021-01-02,200,45,1200,54000,
2334,2020-09-01,300,46,1400,64400,
2335,2020-06-25,200,45,1200,54000,
2336,2020-12-28,300,58,1400,81200,
2337,2020-07-05,200,23,1200,27600,
2338,2021-03-22,200,55,1200,66000,
2339,2021-02-05,300,22,1400,30800,
2340,2020-06-28,300,41,1400,57400,
2341,2021-02-14,200,26,1200,31200,
2342,2020-12-04,200,45,1200,54000,
2343,2020-11-26,300,45,1400,63000,
2344,2021-02-17,200,55,1200,66000,
2345,2020-11-06,300,22,1400,30800,
2346,2021-04-17,200,27,1200,32400,
2347,2020-06-24,200,35,1200,42000,
2348,2021-02-14,200,51,1200,61200,
2349,2020-07-26,300,24,1400,33600,
2350,2020-12-17,300,59,1400,82600,
2351,2020-11-21,200,47,1200,56400,
2352,2021-01-30,200,58,1200,69600,
2353,2020-12-30,300,51,1400,71400,
2354,2021-02-05,300,41,1400,57400,
2355,2021-03-26,200,58,1200,69600,
2356,2020-09-06,200,42,1200,50400,
2357,2021-01-18,200,44,1200,52800,
2358,2020-09-25,200,52,1200,62400,
2359,2020-11-26,300,50,1400,70000,
2360,2020-07-28,200,28,1200,33600,
2361,2021-01-13,300,38,1400,53200,
2362,2021-02-24,300,41,1400,57400,
2363,2020-10-27,200,55,1200,66000,
2364,2021-02-17,300,42,1400,58800,
2365,2021-03-12,200,46,1200,55200,
2366,2021-03-28,200,55,1200,66000,
2367,2020-12-06,300,23,1400,32200,
2368,2020-11-07,300,26,1400,36400,
2369,2021-02-28,200,50,1200,60000,
2370,2020-11-05,200,42,1200,50400,
2371,2021-04-03,200,41,1200,49200,
2372,2020-10-02,300,53,1400,74200,
2373,2020-09-06,200,34,1200,40800,
2374,2020-10-01,300,42,1400,58800,
2375,2020-12-22,200,20,1200,24000,
2376,2021-03-12,300,59,1400,82600,
2377,2021-01-06,200,44,1200,52800,
2378,2021-04-13,200,27,1200,32400,
2379,2021-03-26,300,53,1400,74200,
2380,2020-08-07,200,38,1200,45600,
2381,2021-04-18,200,54,1200,64800,
2382,2021-02-17,200,44,1200,52800,
2383,2020-07-06,200,24,1200,28800,
2384,2020-09-13,300,34,1400,47600,
2385,2020-12-22,300,25,1400,35000,
2386,2020-11-02,300,56,1400,78400,
2387,2021-03-06,200,58,1200,69600,
2388,2021-01-27,300,25,1400,35000,
2389,2021-02-27,200,52,1200,62400,
2390,2020-10-18,300,33,1400,46200,
2391,2020-08-27,300,27,1400,37800,
2392,2020-12-14,300,49,1400,68600,
2393,2020-10-22,300,42,1400,58800,
2394,2020-10-27,200,31,1200,37200,
2395,2020-10-12,200,55,1200,66000,
2396,2020-09-09,200,28,1200,33600,
2397,2020-06-29,200,28,1200,33600,
2398,2020-08-31,200,45,1200,54000,
2399,2020-10-06,200,21,1200,25200,
2400,2020-08-25,300,37,1400,51800,
2401,2020-07-28,300,44,1400,61600,
2402,2021-02-17,300,28,1400,39200,
2403,2020-09-07,300,34,1400,47600,
2404,2020-11-08,300,58,1400,81200,
2405,2020-07-08,300,34,1400,47600,
2406,2021-03-02,300,56,1400,78400,
2407,2021-02-19,200,32,1200,38400,
2408,2021-01-18,200,57,1200,68400,
2409,2020-07-06,300,28,1400,39200,
2410,2021-01-20,300,52,1400,72800,
2411,2021-01-28,300,39,1400,54600,
2412,2021-04-18,200,53,1200,63600,
2413,2020-08-16,200,31,1200,37200,
2414,2020-07-11,200,24,1200,28800,
2415,2021-04-10,200,28,1200,33600,
2416,2020-08-15,200,48,1200,57600,
2417,2021-03-15,200,25,1200,30000,
2418,2021-01-29,300,59,1400,82600,
2419,2020-10-17,300,50,1400,70000,
2420,2021-02-22,200,47,1200,56400,
2421,2021-01-31,200,30,1200,36000,
2422,2020-10-22,200,36,1200,43200,
2423,2021-03-26,200,32,1200,38400,
2424,2020-10-24,300,44,1400,61600,
2425,2020-08-18,200,20,1200,24000,
2426,2020-10-10,300,22,1400,30800,
2427,2020-08-31,300,54,1400,75600,
2428,2021-03-20,300,50,1400,70000,
2429,2020-08-30,300,36,1400,50400,
2430,2020-09-19,200,48,1200,57600,
2431,2020-10-05,200,51,1200,61200,
2432,2021-02-09,200,42,1200,50400,
2433,2020-12-02,200,20,1200,24000,
2434,2020-10-05,300,30,1400,42000,
2435,2021-04-06,300,22,1400,30800,
2436,2021-02-20,200,32,1200,38400,
2437,2020-11-24,300,46,1400,64400,
2438,2020-12-03,300,53,1400,74200,
2439,2021-01-17,300,54,1400,75600,
2440,2021-03-04,300,22,1400,30800,
2441,2020-09-02,300,36,1400,50400,
2442,2020-11-11,300,23,1400,32200,
2443,2020-10-29,200,53,1200,63600,
2444,2020-09-28,200,50,1200,60000,
2445,2021-02-07,200,41,1200,49200,
2446,2020-06-29,300,26,1400,36400,
2447,2020-10-05,300,27,1400,37800,
2448,2020-08-17,300,52,1400,72800,
2449,2021-01-07,300,56,1400,78400,
2450,2021-04-15,300,20,1400,28000,
2451,2020-09-11,200,56,1200,67200,
2452,2021-01-27,200,56,1200,67200,
2453,2020-08-03,300,21,1400,29400,
2454,2020-08-27,300,29,1400,40600,
2455,2020-10-09,200,50,1200,60000,
2456,2020-09-09,200,34,1200,40800,
2457,2021-01-27,200,33,1200,39600,
2458,2020-09-09,200,25,1200,30000,
2459,2020-09-02,300,32,1400,44800,
2460,2020-10-15,200,32,1200,38400,
2461,2020-11-09,200,49,1200,58800,
2462,2021-01-13,200,50,1200,60000,
2463,2021-02-14,200,36,1200,43200,
2464,2021-01-20,300,42,1400,58800,
2465,2021-03-19,200,42,1200,50400,
2466,2021-04-19,300,49,1400,68600,
2467,2021-03-03,200,40,1200,48000,
2468,2020-11-15,300,60,1400,84000,
2469,2020-09-26,200,24,1200,28800,
2470,2020-08-10,300,47,1400,65800,
2471,2020-12-20,300,47,1400,65800,
2472,2020-07-05,300,57,1400,79800,
2473,2021-01-19,200,24,1200,28800,
2474,2020-12-22,200,34,1200,40800,
2475,2020-10-12,200,49,1200,58800,
2476,2021-03-23,300,23,1400,32200,
2477,2020-11-01,200,25,1200,30000,
2478,2020-09-17,300,48,1400,67200,
2479,2020-11-04,200,52,1200,62400,
2480,2020-12-02,300,29,1400,40600,
2481,2021-03-28,300,37,1400,51800,
2482,2021-01-30,300,59,1400,82600,
2483,2020-11-20,300,30,1400,42000,
2484,2020-11-10,200,60,1200,72000,
2485,2020-08-30,200,39,1200,46800,
2486,2021-03-16,200,41,1200,49200,
2487,2021-04-06,200,25,1200,30000,
2488,2020-09-03,300,49,1400,68600,
2489,2020-08-10,300,35,1400,49000,
2490,2021-03-30,200,38,1200,45600,
2491,2020-08-22,300,40,1400,56000,
2492,2020-10-17,300,28,1400,39200,
2493,2020-09-26,300,55,1400,77000,
2494,2020-09-03,300,37,1400,51800,
2495,2020-06-27,300,29,1400,40600,
2496,2020-11-20,300,56,1400,78400,
2497,2021-03-15,300,46,1400,64400,
2498,2020-12-10,300,56,1400,78400,
2499,2020-11-21,300,60,1400,84000,
2500,2020-07-25,300,50,1400,70000,
2501,2020-11-08,300,50,1400,70000,
2502,2020-11-01,300,39,1400,54600,
2503,2020-11-30,300,60,1400,84000,
2504,2021-04-05,300,24,1400,33600,
2505,2021-02-13,300,48,1400,67200,
2506,2020-06-28,300,59,1400,82600,
2507,2020-08-15,300,33,1400,46200,
2508,2021-01-20,200,29,1200,34800,
2509,2020-10-27,300,51,1400,71400,
2510,2020-11-07,300,31,1400,43400,
2511,2020-07-17,200,36,1200,43200,
2512,2020-10-11,200,22,1200,26400,
2513,2020-11-09,300,60,1400,84000,
2514,2020-06-27,300,44,1400,61600,
2515,2020-10-05,200,44,1200,52800,
2516,2020-11-18,200,32,1200,38400,
2517,2020-08-01,200,51,1200,61200,
2518,2021-04-14,300,51,1400,71400,
2519,2020-09-07,200,36,1200,43200,
2520,2021-03-17,200,59,1200,70800,
2521,2021-03-12,200,30,1200,36000,
2522,2021-04-14,300,40,1400,56000,
2523,2020-09-14,200,40,1200,48000,
2524,2020-06-25,200,28,1200,33600,
2525,2020-10-17,300,38,1400,53200,
2526,2020-11-26,300,33,1400,46200,
2527,2020-10-24,200,40,1200,48000,
2528,2021-04-17,300,58,1400,81200,
2529,2021-03-19,300,48,1400,67200,
2530,2020-08-07,200,44,1200,52800,
2531,2020-12-28,200,23,1200,27600,
2532,2021-02-08,200,31,1200,37200,
2533,2020-12-31,300,39,1400,54600,
2534,2020-11-28,200,60,1200,72000,
2535,2020-08-18,200,34,1200,40800,
2536,2020-10-27,300,52,1400,72800,
2537,2020-09-28,200,21,1200,25200,
2538,2020-11-23,300,27,1400,37800,
2539,2021-01-25,200,51,1200,61200,
2540,2020-12-21,300,37,1400,51800,
2541,2021-03-15,200,50,1200,60000,
2542,2020-12-19,200,39,1200,46800,
2543,2020-12-13,200,58,1200,69600,
2544,2020-07-16,300,47,1400,65800,
2545,2021-03-10,200,51,1200,61200,
2546,2020-12-26,300,57,1400,79800,
2547,2021-02-25,200,39,1200,46800,
2548,2020-10-02,300,54,1400,75600,
2549,2021-02-24,200,46,1200,55200,
2550,2020-07-15,300,23,1400,32200,
2551,2020-07-26,200,52,1200,62400,
2552,2020-07-18,300,33,1400,46200,
2553,2021-02-06,300,44,1400,61600,
2554,2021-01-29,300,34,1400,47600,
2555,2020-10-14,300,20,1400,28000,
2556,2020-07-04,300,20,1400,28000,
2557,2020-09-24,300,23,1400,32200,
2558,2020-11-25,300,54,1400,75600,
2559,2020-09-02,300,36,1400,50400,
2560,2020-08-16,300,39,1400,54600,
2561,2020-10-01,300,33,1400,46200,
2562,2020-11-03,200,36,1200,43200,
2563,2020-10-01,300,60,1400,84000,
2564,2020-07-14,300,41,1400,57400,
2565,2020-10-23,200,55,1200,66000,
2566,2021-03-27,200,28,1200,33600,
2567,2021-03-15,200,28,1200,33600,
2568,2020-10-24,200,21,1200,25200,
2569,2020-08-17,300,39,1400,54600,
2570,2020-06-28,200,40,1200,48000,
2571,2021-04-05,200,31,1200,37200,
2572,2020-07-22,300,38,1400,53200,
2573,2020-12-06,200,35,1200,42000,
2574,2020-10-14,300,57,1400,79800,
2575,2020-08-22,300,54,1400,75600,
2576,2020-08-02,200,58,1200,69600,
2577,2021-04-05,300,22,1400,30800,
2578,2020-09-23,300,57,1400,79800,
2579,2021-01-30,200,39,1200,46800,
2580,2020-09-27,200,53,1200,63600,
2581,2021-02-13,300,47,1400,65800,
2582,2020-12-02,300,49,1400,68600,
2583,2020-12-24,300,35,1400,49000,
2584,2020-09-15,200,59,1200,70800,
2585,2021-02-13,200,58,1200,69600,
2586,2021-03-02,300,43,1400,60200,
2587,2020-08-19,300,52,1400,72800,
2588,2020-07-06,300,32,1400,44800,
2589,2020-10-08,200,30,1200,36000,
2590,2020-08-10,200,55,1200,66000,
2591,2020-12-20,300,49,1400,68600,
2592,2020-09-20,300,26,1400,36400,
2593,2021-01-31,200,44,1200,52800,
2594,2020-07-28,200,60,1200,72000,
2595,2020-10-22,300,37,1400,51800,
2596,2020-10-12,300,49,1400,68600,
2597,2020-09-16,200,24,1200,28800,
2598,2021-02-06,300,32,1400,44800,
2599,2020-12-27,300,34,1400,47600,
2600,2021-01-16,200,55,1200,66000,
2601,2020-09-06,300,41,1400,57400,
2602,2020-09-29,200,42,1200,50400,
2603,2021-01-18,300,33,1400,46200,
2604,2020-08-02,300,60,1400,84000,
2605,2020-10-05,300,57,1400,79800,
2606,2020-10-08,300,29,1400,40600,
2607,2020-06-25,200,49,1200,58800,
2608,2020-07-11,200,28,1200,33600,
2609,2020-08-12,300,36,1400,50400,
2610,2020-11-30,300,35,1400,49000,
2611,2020-07-03,300,23,1400,32200,
2612,2020-08-14,200,40,1200,48000,
2613,2021-04-14,200,36,1200,43200,
2614,2020-10-04,300,40,1400,56000,
2615,2020-06-29,200,52,1200,62400,
2616,2021-04-18,200,45,1200,54000,
2617,2021-02-04,300,56,1400,78400,
2618,2020-12-19,200,29,1200,34800,
2619,2021-04-06,300,56,1400,78400,
2620,2020-11-26,300,53,1400,74200,
2621,2021-03-06,300,44,1400,61600,
2622,2020-11-09,200,31,1200,37200,
2623,2020-12-31,300,47,1400,65800,
2624,2020-10-23,300,59,1400,82600,
2625,2020-12-07,200,31,1200,37200,
2626,2020-12-04,200,59,1200,70800,
2627,2020-09-27,300,51,1400,71400,
2628,2021-01-18,300,60,1400,84000,
2629,2020-12-15,300,56,1400,78400,
2630,2020-07-28,200,34,1200,40800,
2631,2020-11-13,200,60,1200,72000,
2632,2020-11-21,200,51,1200,61200,
2633,2020-08-18,200,24,1200,28800,
2634,2021-02-14,300,31,1400,43400,
2635,2020-11-29,200,34,1200,40800,
2636,2020-09-20,300,25,1400,35000,
2637,2020-11-20,300,59,1400,82600,
2638,2020-09-20,300,43,1400,60200,
2639,2020-10-28,200,25,1200,30000,
2640,2020-12-13,200,30,1200,36000,
2641,2020-08-17,300,30,1400,42000,
2642,2021-04-10,300,32,1400,44800,
2643,2021-02-08,300,37,1400,51800,
2644,2021-02-06,200,54,1200,64800,
2645,2020-10-02,200,54,1200,64800,
2646,2021-01-14,200,43,1200,51600,
2647,2021-01-19,300,41,1400,57400,
2648,2020-10-22,200,20,1200,24000,
2649,2021-03-24,300,55,1400,77000,
2650,2021-04-19,300,57,1400,79800,
2651,2020-10-14,300,34,1400,47600,
2652,2021-02-13,200,46,1200,55200,
2653,2020-10-10,200,29,1200,34800,
2654,2021-01-17,300,51,1400,71400,
2655,2020-10-16,300,47,1400,65800,
2656,2020-09-07,300,45,1400,63000,
2657,2021-01-15,300,32,1400,44800,
2658,2020-12-07,300,45,1400,63000,
2659,2020-08-05,300,34,1400,47600,
2660,2020-07-26,300,47,1400,65800,
2661,2020-07-29,200,25,1200,30000,
2662,2021-04-13,300,59,1400,82600,
2663,2021-01-16,300,57,1400,79800,
2664,2021-01-07,200,33,1200,39600,
2665,2020-12-26,300,41,1400,57400,
2666,2020-07-31,200,44,1200,52800,
2667,2021-03-02,200,34,1200,40800,
2668,2020-12-01,200,24,1200,28800,
2669,2020-08-11,200,36,1200,43200,
2670,2020-10-14,200,29,1200,34800,
2671,2021-01-24,200,43,1200,51600,
2672,2020-10-12,300,56,1400,78400,
2673,2020-11-02,200,41,1200,49200,
2674,2021-02-14,300,47,1400,65800,
2675,2021-02-22,200,44,1200,52800,
2676,2021-03-03,300,51,1400,71400,
2677,2020-12-20,300,22,1400,30800,
2678,2021-03-31,300,25,1400,35000,
2679,2021-03-17,200,50,1200,60000,
2680,2020-10-09,200,24,1200,28800,
2681,2021-04-01,300,60,1400,84000,
2682,2021-01-06,200,55,1200,66000,
2683,2020-11-03,200,36,1200,43200,
2684,2021-01-21,200,40,1200,48000,
2685,2021-01-14,200,35,1200,42000,
2686,2021-03-17,200,29,1200,34800,
2687,2020-09-12,300,31,1400,43400,
2688,2020-07-21,300,21,1400,29400,
2689,2020-08-24,300,36,1400,50400,
2690,2020-07-13,300,46,1400,64400,
2691,2020-08-19,300,36,1400,50400,
2692,2021-02-28,200,55,1200,66000,
2693,2021-03-16,200,59,1200,70800,
2694,2021-04-18,300,33,1400,46200,
2695,2020-10-12,200,27,1200,32400,
2696,2021-03-02,300,60,1400,84000,
2697,2021-04-12,300,56,1400,78400,
2698,2020-09-15,200,47,1200,56400,
2699,2021-02-08,200,45,1200,54000,
2700,2021-01-10,300,30,1400,42000,
2701,2020-11-20,300,34,1400,47600,
2702,2020-11-24,200,25,1200,30000,
2703,2021-03-31,200,22,1200,26400,
2704,2021-02-16,200,38,1200,45600,
2705,2020-12-12,300,59,1400,82600,
2706,2021-01-17,200,27,1200,32400,
2707,2020-12-20,200,28,1200,33600,
2708,2020-06-25,200,34,1200,40800,
2709,2021-04-02,200,28,1200,33600,
2710,2020-10-16,200,37,1200,44400,
2711,2020-10-20,200,55,1200,66000,
2712,2021-02-07,300,32,1400,44800,
2713,2021-03-10,300,33,1400,46200,
2714,2020-12-24,200,25,1200,30000,
2715,2020-10-04,300,28,1400,39200,
2716,2020-07-08,300,24,1400,33600,
2717,2020-07-14,300,50,1400,70000,
2718,2020-09-21,300,41,1400,57400,
2719,2020-07-23,200,56,1200,67200,
2720,2020-07-27,300,56,1400,78400,
2721,2021-01-05,300,45,1400,63000,
2722,2021-02-16,200,30,1200,36000,
2723,2020-08-19,200,51,1200,61200,
2724,2021-01-12,300,60,1400,84000,
2725,2020-10-09,300,25,1400,35000,
2726,2020-09-23,300,41,1400,57400,
2727,2020-08-29,200,37,1200,44400,
2728,2021-03-04,300,34,1400,47600,
2729,2020-10-20,300,42,1400,58800,
2730,2021-01-15,200,59,1200,70800,
2731,2020-07-29,300,30,1400,42000,
2732,2020-08-04,300,25,1400,35000,
2733,2021-03-11,300,40,1400,56000,
2734,2021-04-12,300,46,1400,64400,
2735,2020-11-24,300,58,1400,81200,
2736,2021-01-13,300,41,1400,57400,
2737,2021-04-07,200,23,1200,27600,
2738,2020-08-01,300,35,1400,49000,
2739,2021-03-20,200,21,1200,25200,
2740,2021-01-19,200,41,1200,49200,
2741,2020-11-04,300,50,1400,70000,
2742,2020-11-14,200,40,1200,48000,
2743,2021-04-15,300,45,1400,63000,
2744,2020-12-30,300,40,1400,56000,
2745,2020-10-26,200,57,1200,68400,
2746,2020-08-25,300,35,1400,49000,
2747,2021-01-06,300,21,1400,29400,
2748,2020-12-06,200,46,1200,55200,
2749,2020-12-04,300,59,1400,82600,
2750,2020-12-22,200,30,1200,36000,
2751,2020-12-26,200,53,1200,63600,
2752,2021-01-28,300,27,1400,37800,
2753,2020-10-16,200,60,1200,72000,
2754,2020-06-26,300,34,1400,47600,
2755,2020-10-17,300,60,1400,84000,
2756,2021-04-18,200,54,1200,64800,
2757,2020-07-31,200,29,1200,34800,
2758,2021-01-19,200,20,1200,24000,
2759,2020-10-22,200,41,1200,49200,
2760,2020-09-07,300,56,1400,78400,
2761,2021-04-14,300,24,1400,33600,
2762,2020-09-26,200,29,1200,34800,
2763,2020-08-19,300,34,1400,47600,
2764,2021-04-18,300,22,1400,30800,
2765,2020-08-23,300,27,1400,37800,
2766,2021-02-19,200,21,1200,25200,
2767,2021-02-05,200,38,1200,45600,
2768,2020-10-06,300,31,1400,43400,
2769,2020-12-02,300,21,1400,29400,
2770,2020-10-26,200,54,1200,64800,
2771,2020-09-02,200,23,1200,27600,
2772,2020-07-30,200,44,1200,52800,
2773,2020-08-30,200,28,1200,33600,
2774,2021-01-27,300,31,1400,43400,
2775,2020-12-14,300,46,1400,64400,
2776,2020-09-28,300,43,1400,60200,
2777,2020-10-03,200,41,1200,49200,
2778,2020-09-05,200,21,1200,25200,
2779,2020-08-11,200,45,1200,54000,
2780,2021-04-11,200,23,1200,27600,
2781,2020-12-08,200,41,1200,49200,
2782,2020-12-30,200,53,1200,63600,
2783,2021-04-08,300,56,1400,78400,
2784,2021-02-02,300,20,1400,28000,
2785,2020-11-17,300,46,1400,64400,
2786,2020-08-12,300,35,1400,49000,
2787,2021-01-23,200,29,1200,34800,
2788,2020-08-27,300,25,1400,35000,
2789,2021-04-11,200,30,1200,36000,
2790,2020-11-25,200,57,1200,68400,
2791,2020-12-05,200,47,1200,56400,
2792,2021-03-21,300,58,1400,81200,
2793,2021-02-23,200,34,1200,40800,
2794,2020-12-24,300,25,1400,35000,
2795,2021-02-16,300,34,1400,47600,
2796,2020-07-20,200,43,1200,51600,
2797,2021-04-02,200,28,1200,33600,
2798,2021-04-17,300,55,1400,77000,
2799,2020-07-14,200,39,1200,46800,
2800,2020-12-25,200,20,1200,24000,
2801,2020-09-19,300,57,1400,79800,
2802,2020-07-08,200,26,1200,31200,
2803,2020-10-30,200,56,1200,67200,
2804,2021-01-05,200,43,1200,51600,
2805,2020-10-11,300,60,1400,84000,
2806,2021-02-11,300,27,1400,37800,
2807,2020-11-26,200,39,1200,46800,
2808,2021-02-27,300,49,1400,68600,
2809,2021-03-03,300,56,1400,78400,
