id,date,amount,info
6906,2020-07-13,44300,
6907,2021-01-15,68000,
6908,2021-02-01,28300,
6909,2021-03-18,173100,
6910,2021-04-16,84900,
6911,2020-10-18,66600,
6912,2021-04-07,120800,
6913,2020-06-30,97900,
6914,2020-08-19,165900,
6915,2020-10-01,179900,
6916,2020-11-24,101700,
6917,2021-01-01,30900,
6918,2020-11-28,84100,
6919,2020-09-06,126100,
6920,2020-11-15,81200,
6921,2021-03-13,84300,
6922,2020-07-20,175100,
6923,2021-01-27,23000,
6924,2020-11-03,91600,
6925,2020-10-01,87100,
6926,2020-10-19,184800,
6927,2020-11-22,197300,
6928,2020-08-18,65500,
6929,2020-12-13,103300,
6930,2020-07-16,105200,
6931,2020-12-25,154900,
6932,2020-12-19,18100,
6933,2021-02-23,167300,
6934,2020-08-28,72200,
6935,2020-06-27,183600,
6936,2021-01-13,168500,
6937,2020-10-21,188400,
6938,2021-02-06,138600,
6939,2020-11-22,140600,
6940,2021-03-20,42400,
6941,2020-11-06,43200,
6942,2020-10-21,169300,
6943,2021-03-24,88200,
6944,2021-01-24,107000,
6945,2020-10-14,64000,
6946,2021-04-09,31600,
6947,2020-12-22,62200,
6948,2020-11-25,179400,
6949,2021-02-04,66500,
6950,2021-03-22,34300,
6951,2020-07-30,157500,
6952,2020-12-22,79600,
6953,2020-12-31,199600,
6954,2020-10-21,105100,
6955,2020-10-31,20700,
6956,2020-11-11,135100,
6957,2021-01-19,91500,
6958,2020-08-04,110600,
6959,2021-02-09,51000,
6960,2020-09-07,107000,
6961,2020-08-20,186100,
6962,2021-02-25,154000,
6963,2021-03-29,89500,
6964,2020-08-28,107300,
6965,2021-03-12,117500,
6966,2020-11-30,57800,
6967,2021-04-12,157900,
6968,2020-08-03,137900,
6969,2020-07-09,181300,
6970,2020-11-22,79400,
6971,2020-11-17,57500,
6972,2021-03-24,184500,
6973,2020-11-06,189000,
6974,2020-10-19,90900,
6975,2020-09-05,147900,
6976,2021-03-14,110700,
6977,2020-12-08,61600,
6978,2021-01-07,61900,
6979,2021-03-17,63400,
6980,2020-08-10,13600,
6981,2020-08-31,144300,
6982,2021-03-26,78000,
6983,2020-11-03,132900,
6984,2020-11-27,20000,
6985,2020-07-02,150500,
6986,2020-09-30,14000,
6987,2020-09-16,31200,
6988,2021-03-18,69000,
6989,2021-04-16,72800,
6990,2020-11-22,175500,
6991,2021-03-25,71300,
6992,2020-10-11,48100,
6993,2020-11-09,145300,
6994,2021-04-14,179500,
6995,2020-09-12,42500,
6996,2021-01-11,180600,
6997,2021-01-26,148200,
6998,2020-07-19,178500,
6999,2021-04-01,91400,
7000,2020-08-25,147200,
7001,2020-07-03,145800,
7002,2020-11-24,158000,
7003,2021-04-18,103100,
7004,2021-03-01,57400,
7005,2020-07-18,70200,
7006,2020-11-15,13400,
7007,2021-03-16,53600,
7008,2020-07-14,64400,
7009,2021-02-23,149400,
7010,2020-09-11,148000,
7011,2020-07-21,19800,
7012,2020-07-31,60700,
7013,2020-12-06,164100,
7014,2020-09-03,170700,
7015,2020-08-09,72200,
7016,2020-06-26,176800,
7017,2020-12-14,41300,
7018,2020-09-01,153900,
7019,2020-09-01,37800,
7020,2020-11-14,195900,
7021,2020-10-31,162300,
7022,2020-10-24,30600,
7023,2021-03-25,32700,
7024,2020-11-16,70500,
7025,2020-10-30,107900,
7026,2020-12-28,23900,
7027,2020-10-13,190000,
7028,2020-11-26,154200,
7029,2020-12-29,130900,
7030,2020-12-12,15400,
7031,2021-03-09,66200,
7032,2021-02-26,63400,
7033,2020-06-28,181700,
7034,2021-02-15,147300,
7035,2021-02-23,127000,
7036,2020-06-24,16300,
7037,2020-09-17,199900,
7038,2020-11-24,171800,
7039,2020-11-17,176200,
7040,2021-02-21,106600,
7041,2021-01-11,80900,
7042,2021-02-01,24800,
7043,2021-03-20,59100,
7044,2020-12-22,143600,
7045,2020-07-30,67800,
7046,2020-10-27,81000,
7047,2020-10-27,106100,
7048,2020-11-25,10900,
7049,2020-06-28,33900,
7050,2020-07-04,19200,
7051,2020-10-07,62400,
7052,2020-10-29,154100,
7053,2020-12-23,26900,
7054,2020-12-17,101400,
7055,2020-07-10,85400,
7056,2020-08-30,85100,
7057,2020-12-27,15800,
7058,2021-03-25,151400,
7059,2021-02-21,91800,
7060,2020-07-07,98600,
7061,2020-11-01,145000,
7062,2021-01-04,189300,
7063,2020-06-27,159800,
7064,2020-12-02,154000,
7065,2021-04-05,21800,
7066,2021-02-09,14500,
7067,2021-04-15,43500,
7068,2021-03-03,172500,
7069,2020-09-15,34700,
7070,2021-03-20,50400,
7071,2020-11-25,157600,
7072,2020-10-08,113400,
7073,2021-02-27,71900,
7074,2020-11-21,151000,
7075,2021-03-05,143700,
7076,2021-02-02,108200,
7077,2020-09-29,186500,
7078,2021-01-17,151700,
7079,2021-02-15,155400,
7080,2020-08-08,21200,
7081,2021-01-29,187000,
7082,2021-04-02,86200,
7083,2020-07-14,101900,
7084,2021-01-04,73500,
7085,2020-07-29,192100,
7086,2021-01-11,170200,
7087,2021-01-07,152800,
7088,2020-07-31,177300,
7089,2020-09-26,185200,
7090,2020-06-29,69000,
7091,2021-03-24,106200,
7092,2021-04-08,108300,
7093,2020-07-24,149700,
7094,2020-12-21,113100,
7095,2020-12-26,191900,
7096,2020-10-30,61800,
7097,2020-08-23,66900,
7098,2020-10-14,13100,
7099,2020-08-19,114500,
7100,2021-01-15,115800,
7101,2020-07-25,100200,
7102,2020-10-06,61700,
7103,2020-08-27,58600,
7104,2020-09-23,51500,
7105,2020-08-17,118700,
7106,2020-11-30,199000,
7107,2021-02-13,162900,
7108,2020-11-29,43800,
7109,2021-01-25,62300,
7110,2020-06-30,52900,
7111,2021-02-01,199600,
7112,2020-12-16,54200,
7113,2021-02-17,166400,
7114,2020-09-21,122400,
7115,2020-10-07,121600,
7116,2020-06-29,63800,
7117,2021-02-12,166400,
7118,2020-08-08,164700,
7119,2020-07-18,118100,
7120,2020-07-08,163800,
7121,2021-04-18,109800,
7122,2021-02-07,163300,
7123,2021-02-10,176000,
7124,2021-03-13,130500,
7125,2020-08-09,196500,
7126,2021-04-04,196700,
7127,2021-03-09,148800,
7128,2020-07-18,58100,
7129,2021-04-12,164900,
7130,2020-08-18,70400,
7131,2020-08-26,157400,
7132,2020-11-03,67700,
7133,2020-11-05,20100,
7134,2020-09-19,62000,
7135,2021-03-01,84300,
7136,2020-10-31,73800,
7137,2021-04-01,39200,
7138,2020-10-22,58900,
7139,2021-04-13,78700,
7140,2020-07-11,48100,
7141,2020-08-09,63500,
7142,2020-11-01,116500,
7143,2020-07-03,164200,
7144,2020-06-27,178800,
7145,2020-09-23,13500,
7146,2020-12-12,29900,
7147,2020-12-26,161200,
7148,2020-09-21,82100,
7149,2020-12-18,118900,
7150,2020-07-07,91400,
7151,2020-12-16,166900,
7152,2020-07-13,133900,
7153,2021-01-30,140200,
7154,2021-02-03,197400,
7155,2021-03-24,127800,
7156,2020-12-24,15500,
7157,2020-12-25,187400,
7158,2020-11-23,170300,
7159,2021-02-25,74300,
7160,2020-10-23,137200,
7161,2020-09-28,11400,
7162,2020-08-06,140800,
7163,2020-08-16,103500,
7164,2021-04-01,38100,
7165,2020-12-20,121100,
7166,2020-11-15,121700,
7167,2020-12-25,191000,
7168,2021-01-20,66700,
7169,2020-12-31,134200,
7170,2020-10-19,22600,
7171,2020-06-29,104800,
7172,2020-10-20,172700,
7173,2020-11-11,26300,
7174,2021-02-02,117500,
7175,2021-02-10,23900,
7176,2021-04-15,141800,
7177,2020-10-04,20600,
7178,2021-01-11,152900,
7179,2020-12-24,49100,
7180,2020-09-09,62900,
7181,2020-07-08,50800,
7182,2020-08-19,84100,
7183,2020-09-13,173800,
7184,2020-10-22,120700,
7185,2021-04-16,112100,
7186,2020-12-28,148900,
7187,2021-01-30,30200,
7188,2021-04-10,173800,
7189,2021-01-30,133700,
7190,2020-10-02,128600,
7191,2020-07-02,155000,
7192,2021-03-13,56900,
7193,2021-03-15,165900,
7194,2020-06-26,192600,
7195,2020-09-02,88600,
7196,2020-11-08,195400,
7197,2020-11-07,98200,
7198,2021-01-22,11800,
7199,2021-03-13,40400,
7200,2021-02-02,93100,
7201,2020-07-30,26100,
7202,2020-07-13,70200,
7203,2020-09-18,48700,
7204,2021-02-06,70300,
7205,2021-04-18,113200,
7206,2020-12-01,158900,
7207,2020-06-27,193500,
7208,2020-08-26,106600,
7209,2021-02-06,181900,
7210,2020-11-15,22300,
7211,2021-04-19,144200,
7212,2020-07-28,87300,
7213,2020-12-11,143000,
7214,2020-11-21,145600,
7215,2021-01-05,95800,
7216,2020-12-08,132800,
7217,2021-01-27,62900,
7218,2020-09-03,43600,
7219,2020-09-17,74800,
7220,2020-10-21,131600,
7221,2021-04-11,169900,
7222,2020-07-01,154700,
7223,2020-08-16,29200,
7224,2021-03-21,82800,
7225,2021-02-23,15100,
7226,2020-11-08,124200,
7227,2020-09-05,133200,
7228,2021-03-11,38700,
7229,2021-01-06,137900,
7230,2020-08-07,183200,
7231,2021-02-16,161600,
7232,2020-08-28,118800,
7233,2020-10-05,45700,
7234,2021-03-30,183300,
7235,2021-04-16,117900,
7236,2020-11-09,88900,
7237,2021-04-19,139500,
7238,2021-03-11,135600,
7239,2020-09-25,97200,
7240,2020-09-18,187300,
7241,2021-01-21,167000,
7242,2020-10-08,187600,
7243,2021-03-17,72900,
7244,2021-02-16,159800,
7245,2021-01-16,86400,
7246,2021-01-08,70400,
7247,2020-12-20,199700,
7248,2021-03-17,21600,
7249,2020-09-08,23300,
7250,2021-02-04,141700,
7251,2021-03-14,128700,
7252,2021-02-14,52400,
7253,2021-03-05,66600,
7254,2020-06-25,199100,
7255,2020-08-29,181000,
7256,2021-01-25,169800,
7257,2020-08-15,29600,
7258,2020-08-25,128100,
7259,2020-11-05,52500,
7260,2020-07-04,136600,
7261,2020-11-19,123200,
7262,2020-08-12,94000,
7263,2020-12-09,60100,
7264,2020-07-02,77300,
7265,2021-04-09,91400,
7266,2021-01-25,111400,
7267,2020-12-26,14500,
7268,2021-01-17,113400,
7269,2020-11-26,62000,
7270,2021-01-05,59400,
7271,2020-09-09,166500,
7272,2020-07-03,84400,
7273,2020-08-26,25000,
7274,2020-10-26,188400,
7275,2020-12-14,119700,
7276,2020-07-01,123600,
7277,2021-04-14,187300,
7278,2021-02-26,109200,
7279,2020-12-25,41200,
7280,2020-11-22,38500,
7281,2020-10-22,137500,
7282,2020-12-30,135400,
7283,2020-11-20,86200,
7284,2020-07-05,142900,
7285,2020-10-04,126100,
7286,2020-12-20,78400,
7287,2020-09-28,154500,
7288,2020-08-17,24700,
7289,2020-12-03,22200,
7290,2020-11-07,56800,
7291,2020-12-16,116800,
7292,2021-01-13,25000,
7293,2020-08-13,82700,
7294,2020-12-15,88300,
7295,2020-08-26,136600,
7296,2020-07-15,16300,
7297,2020-07-12,68600,
7298,2020-09-13,92000,
7299,2021-03-16,119500,
7300,2020-11-05,49700,
7301,2021-01-28,135100,
7302,2021-03-14,88000,
7303,2021-03-12,123800,
7304,2020-07-08,151800,
7305,2020-07-28,50700,
7306,2020-11-25,153800,
7307,2020-10-11,160000,
7308,2020-11-30,196500,
7309,2020-12-09,173800,
7310,2021-01-12,58800,
7311,2020-07-01,31200,
7312,2020-08-16,70000,
7313,2020-08-02,71900,
7314,2020-07-27,182700,
7315,2020-09-13,65600,
7316,2020-10-20,52700,
7317,2021-03-17,70400,
7318,2021-01-05,182000,
7319,2021-03-21,137200,
7320,2020-09-01,70300,
7321,2021-02-23,89500,
7322,2020-12-06,68500,
7323,2021-03-14,133000,
7324,2020-09-06,54200,
7325,2020-09-15,36200,
7326,2021-04-02,160800,
7327,2021-01-22,113300,
7328,2020-08-25,58900,
7329,2020-08-20,194900,
7330,2020-12-25,149300,
7331,2020-10-31,174600,
7332,2020-12-19,179400,
7333,2021-02-07,124800,
7334,2020-08-05,192000,
7335,2020-09-25,177600,
7336,2020-12-26,114100,
7337,2020-08-12,146600,
7338,2020-07-27,183900,
7339,2021-01-19,73400,
7340,2020-10-11,190400,
7341,2020-07-31,118500,
7342,2020-06-28,14400,
7343,2021-02-24,192800,
7344,2020-10-28,38400,
7345,2021-01-29,79500,
7346,2021-03-23,95500,
7347,2021-02-21,176500,
7348,2020-12-03,180600,
7349,2020-09-24,173800,
7350,2021-01-18,37900,
7351,2020-06-29,43800,
7352,2020-07-02,96400,
7353,2020-08-17,190300,
7354,2020-11-05,163000,
7355,2021-03-25,97400,
7356,2020-09-12,189800,
7357,2020-07-26,115300,
7358,2020-09-27,166300,
7359,2020-08-19,174100,
7360,2021-01-30,143500,
7361,2021-03-24,49900,
7362,2021-03-01,17300,
7363,2021-04-07,144100,
7364,2020-06-24,92200,
7365,2020-06-24,101300,
7366,2020-12-10,44000,
7367,2020-10-15,56400,
7368,2021-02-23,166100,
7369,2020-09-06,135700,
7370,2021-03-22,74400,
7371,2020-07-07,39400,
7372,2020-11-04,169200,
7373,2020-12-09,197800,
7374,2020-12-20,53800,
7375,2020-11-19,67000,
7376,2020-07-13,101200,
7377,2021-01-27,141000,
7378,2021-01-15,109200,
7379,2020-09-10,171800,
7380,2020-07-19,30100,
7381,2021-03-01,92900,
7382,2020-12-16,104900,
7383,2021-01-23,109100,
7384,2021-01-17,108900,
7385,2020-11-26,93400,
7386,2021-03-11,37100,
7387,2020-06-25,73100,
7388,2021-01-28,101500,
7389,2020-11-20,15100,
7390,2020-12-20,171400,
7391,2020-08-23,97200,
7392,2021-03-10,13600,
7393,2020-08-28,159200,
7394,2020-09-30,188000,
7395,2020-11-26,21800,
7396,2021-03-11,93300,
7397,2021-03-27,192500,
7398,2020-12-23,164300,
7399,2020-06-29,37400,
7400,2020-10-07,117300,
7401,2021-03-28,98700,
7402,2021-02-24,148700,
7403,2021-04-06,22900,
7404,2021-02-01,29600,
7405,2020-12-22,50000,
7406,2020-09-15,66700,
7407,2020-10-29,140300,
7408,2020-11-25,25600,
7409,2021-01-21,196700,
7410,2021-01-25,35300,
7411,2020-10-24,79300,
7412,2020-12-08,77700,
7413,2021-01-04,62500,
7414,2020-07-19,167100,
7415,2020-12-31,170000,
7416,2020-07-14,182200,
7417,2021-02-01,183700,
7418,2020-10-24,64200,
7419,2020-07-26,48900,
7420,2020-08-14,110900,
7421,2021-03-02,92800,
7422,2020-10-01,84400,
7423,2020-12-27,81400,
7424,2021-01-04,88900,
7425,2020-06-30,58400,
7426,2020-06-28,113700,
7427,2020-08-13,70600,
7428,2021-02-06,23800,
7429,2020-07-24,15100,
7430,2021-02-18,160500,
7431,2020-07-07,124800,
7432,2021-04-11,67900,
7433,2021-03-09,78100,
7434,2021-04-03,51400,
7435,2020-06-24,94300,
7436,2021-01-20,117000,
7437,2021-01-07,62800,
7438,2020-09-27,94600,
7439,2021-03-30,93400,
7440,2020-12-25,102800,
7441,2020-11-21,125000,
7442,2021-02-13,28500,
7443,2020-07-07,38700,
7444,2020-09-05,140400,
7445,2021-03-04,145200,
7446,2020-12-03,118200,
7447,2020-07-23,174200,
7448,2021-01-11,87200,
7449,2021-03-05,126500,
7450,2021-02-05,91600,
7451,2021-01-09,41700,
7452,2020-09-17,168700,
7453,2020-09-10,191100,
7454,2021-03-20,145800,
7455,2021-01-01,77900,
7456,2020-12-31,50900,
7457,2020-08-08,145000,
7458,2020-12-02,18900,
7459,2021-02-24,18200,
7460,2020-11-18,194700,
7461,2020-12-13,107800,
7462,2020-07-26,93400,
7463,2020-12-18,11100,
7464,2020-08-27,45500,
7465,2020-12-27,112600,
7466,2020-09-15,44100,
7467,2020-09-14,171000,
7468,2021-01-20,102500,
7469,2020-11-22,62800,
7470,2020-10-14,170500,
7471,2020-11-02,36200,
7472,2020-07-31,121900,
7473,2021-01-09,136300,
7474,2020-10-09,86600,
7475,2020-10-09,128600,
7476,2020-06-26,161600,
7477,2020-07-21,166300,
7478,2021-03-03,76400,
7479,2021-01-10,143000,
7480,2021-02-16,11900,
7481,2021-03-19,89900,
7482,2020-12-20,20700,
7483,2020-10-16,167500,
7484,2020-08-14,182900,
7485,2020-11-16,155100,
7486,2021-01-06,59900,
7487,2020-10-29,154500,
7488,2021-01-26,100300,
7489,2020-12-29,107300,
7490,2021-02-12,101200,
7491,2020-12-25,165400,
7492,2020-07-10,108000,
7493,2021-01-27,134900,
7494,2021-03-12,127800,
7495,2020-12-01,115900,
7496,2020-10-21,165100,
7497,2020-12-14,164900,
7498,2021-01-20,13200,
7499,2020-07-30,184400,
7500,2020-09-06,111400,
7501,2020-08-08,44100,
7502,2020-09-30,102000,
7503,2020-06-28,88900,
7504,2021-01-27,176900,
7505,2021-03-12,139100,
7506,2020-06-26,76000,
7507,2020-07-04,148000,
7508,2020-09-17,74100,
7509,2020-06-30,196800,
7510,2020-08-02,151800,
7511,2021-04-03,92500,
7512,2020-07-01,155200,
7513,2020-11-11,93900,
7514,2020-11-07,189900,
7515,2021-03-31,78300,
7516,2021-01-02,26300,
7517,2021-01-16,41900,
7518,2020-11-14,76500,
7519,2020-11-09,30500,
7520,2020-07-16,118500,
7521,2020-08-11,69600,
7522,2020-07-01,133100,
7523,2020-11-13,87200,
7524,2021-01-03,131900,
7525,2020-11-09,66500,
7526,2020-11-17,111300,
7527,2020-08-10,194900,
7528,2021-04-05,199200,
7529,2020-07-27,116300,
7530,2020-09-15,182600,
7531,2020-12-22,53600,
7532,2021-01-07,81700,
7533,2020-06-26,82700,
7534,2020-10-19,80000,
7535,2020-11-05,22700,
7536,2020-12-27,92600,
7537,2021-01-15,99800,
7538,2020-12-14,146100,
7539,2020-07-04,97500,
7540,2020-11-21,38600,
7541,2020-08-01,19000,
7542,2020-09-13,35400,
7543,2020-10-31,178400,
7544,2021-04-07,46900,
7545,2021-03-27,102400,
7546,2020-11-18,152300,
7547,2021-03-29,21300,
7548,2020-08-29,124300,
7549,2020-11-16,82600,
7550,2020-07-29,33900,
7551,2020-08-08,70600,
7552,2020-06-27,162100,
7553,2021-04-18,139800,
7554,2020-10-07,23400,
7555,2020-09-18,35300,
7556,2020-08-18,184400,
7557,2020-08-31,108500,
7558,2020-07-22,37500,
7559,2020-11-02,152500,
7560,2020-12-16,193200,
7561,2020-11-29,119000,
7562,2021-01-27,67400,
7563,2021-04-05,38100,
7564,2020-12-11,70600,
7565,2021-04-07,188300,
7566,2020-07-03,197200,
7567,2020-08-25,117000,
7568,2020-07-07,165500,
7569,2021-03-01,125600,
7570,2020-12-06,16400,
7571,2020-10-18,34900,
7572,2020-12-13,132500,
7573,2021-02-26,180800,
7574,2020-07-06,22000,
7575,2021-04-09,68700,
7576,2021-02-22,77600,
7577,2021-02-19,43900,
7578,2021-03-10,134900,
7579,2020-09-11,171900,
7580,2020-08-07,150200,
7581,2021-01-30,32300,
7582,2020-12-16,91500,
7583,2020-09-21,79500,
7584,2020-11-07,188900,
7585,2020-08-22,61200,
7586,2020-10-07,72300,
7587,2020-10-16,31900,
7588,2020-11-26,15500,
7589,2021-03-20,143200,
7590,2021-03-01,157100,
7591,2020-11-07,26200,
7592,2021-01-16,167700,
7593,2020-09-21,108000,
7594,2020-08-21,148400,
7595,2021-01-09,11800,
7596,2020-07-14,165100,
7597,2020-09-23,168500,
7598,2021-02-15,11500,
7599,2020-11-22,77500,
7600,2021-03-28,118500,
7601,2020-11-22,150500,
7602,2021-03-17,131500,
7603,2020-07-07,89000,
7604,2020-08-12,115500,
7605,2020-10-16,188100,
7606,2020-08-30,182000,
7607,2020-11-25,13200,
7608,2020-10-29,131500,
7609,2020-08-24,95100,
7610,2020-09-09,143300,
7611,2020-08-06,16100,
7612,2020-10-18,20300,
7613,2020-11-18,127100,
7614,2020-08-03,113900,
7615,2020-07-01,198300,
7616,2020-09-03,137300,
7617,2020-12-01,142700,
7618,2021-04-06,160700,
7619,2020-07-20,163300,
7620,2020-12-04,181800,
7621,2020-11-10,56300,
7622,2021-01-08,20200,
7623,2021-01-06,129300,
7624,2020-12-08,107400,
7625,2021-02-27,28900,
7626,2021-01-01,179300,
7627,2021-01-10,55000,
7628,2020-11-13,39800,
7629,2020-12-24,166700,
7630,2020-09-15,74300,
7631,2021-04-06,47300,
7632,2020-10-28,115400,
7633,2020-07-20,156600,
7634,2020-08-17,142000,
7635,2021-02-21,23600,
7636,2020-09-12,115000,
7637,2021-02-02,10300,
7638,2021-01-06,196400,
7639,2021-04-11,87800,
7640,2020-09-18,131500,
7641,2021-04-12,76300,
7642,2020-08-14,164200,
7643,2021-04-11,94800,
7644,2020-10-18,194000,
7645,2021-04-09,43900,
7646,2021-04-13,168600,
7647,2020-07-28,145200,
7648,2020-09-29,37600,
7649,2021-01-24,88400,
7650,2020-09-24,172400,
7651,2020-07-14,29700,
7652,2020-10-03,63600,
7653,2020-10-21,41100,
7654,2020-09-25,136400,
7655,2020-11-30,98100,
7656,2021-02-04,78100,
7657,2021-02-05,78700,
7658,2020-07-14,20000,
7659,2020-10-16,79700,
7660,2020-12-04,75000,
7661,2020-07-18,72200,
7662,2020-11-08,151300,
7663,2021-02-11,110100,
7664,2020-11-29,21600,
7665,2020-10-10,79000,
7666,2021-04-02,172900,
7667,2021-04-04,33100,
7668,2020-06-27,21800,
7669,2021-04-16,34100,
7670,2020-12-07,139400,
7671,2021-01-07,78600,
7672,2020-09-08,77300,
7673,2020-11-21,108000,
7674,2020-11-21,190000,
7675,2020-07-21,197100,
7676,2021-01-10,165200,
7677,2020-10-26,86600,
7678,2020-12-09,150800,
7679,2021-03-02,180900,
7680,2021-03-31,74100,
7681,2020-07-25,177600,
7682,2020-08-08,140800,
7683,2020-12-17,143800,
7684,2021-03-23,158600,
7685,2020-11-08,91100,
7686,2020-09-24,113400,
7687,2020-10-23,108000,
7688,2020-08-29,169000,
7689,2020-11-22,198900,
7690,2020-10-09,182900,
7691,2021-02-26,150000,
7692,2020-12-02,187200,
7693,2020-07-10,155500,
7694,2021-02-07,85000,
7695,2021-04-13,66300,
7696,2021-01-11,20100,
7697,2020-10-14,88500,
7698,2020-12-30,106000,
7699,2020-07-08,15000,
7700,2020-09-19,21400,
7701,2021-04-13,137000,
7702,2021-02-20,184600,
7703,2020-11-12,196500,
7704,2021-04-15,107200,
7705,2020-08-29,181200,
7706,2020-08-11,189700,
7707,2021-01-16,22000,
7708,2021-03-15,123100,
7709,2020-07-02,86700,
7710,2021-02-14,96100,
7711,2020-12-23,163400,
7712,2021-02-12,48000,
7713,2021-04-11,149200,
7714,2020-10-31,114500,
7715,2020-06-26,62800,
7716,2020-11-10,100000,
7717,2021-02-01,52400,
7718,2021-02-13,20400,
7719,2021-02-16,10700,
7720,2020-11-17,111600,
7721,2021-04-10,179600,
7722,2021-01-26,112700,
7723,2020-07-05,164400,
7724,2020-07-17,153700,
7725,2021-04-18,59500,
7726,2020-12-18,84700,
7727,2021-01-03,48700,
7728,2021-02-13,151000,
7729,2021-02-25,194100,
7730,2020-07-20,185100,
7731,2021-02-18,150100,
7732,2020-07-19,68800,
7733,2020-11-27,171700,
7734,2020-08-25,62200,
7735,2020-08-26,182400,
7736,2021-03-31,30000,
7737,2020-11-05,47800,
7738,2020-07-01,124800,
7739,2021-02-14,146500,
7740,2020-10-12,20300,
7741,2021-04-04,28300,
7742,2020-11-11,71400,
7743,2020-12-30,162200,
7744,2020-12-29,158600,
7745,2021-01-08,80300,
7746,2020-12-25,80200,
7747,2020-11-01,132600,
7748,2021-03-20,63400,
7749,2021-02-18,20200,
7750,2021-01-12,180600,
7751,2020-10-12,127000,
7752,2020-08-02,143200,
7753,2020-07-20,177800,
7754,2020-10-01,96100,
7755,2020-08-29,196000,
7756,2020-08-03,191100,
7757,2020-10-28,34200,
7758,2020-07-02,189300,
7759,2020-08-07,95100,
7760,2020-07-30,167200,
7761,2020-09-21,198100,
7762,2021-02-03,82500,
7763,2020-11-06,186900,
7764,2020-11-03,112100,
7765,2020-11-01,48000,
7766,2021-02-24,124400,
7767,2020-07-20,198000,
7768,2021-01-12,85500,
7769,2020-09-03,84800,
7770,2020-11-02,102900,
7771,2021-02-08,75500,
7772,2020-12-09,187800,
7773,2020-07-29,57200,
7774,2020-08-26,61600,
7775,2020-12-16,179300,
7776,2020-11-12,26200,
7777,2020-08-26,126300,
7778,2021-04-12,35100,
7779,2020-10-18,53600,
7780,2020-07-08,181800,
7781,2021-04-11,119900,
7782,2020-12-18,116300,
7783,2020-10-21,21100,
7784,2020-07-01,152100,
7785,2020-12-21,121500,
7786,2020-12-12,87100,
7787,2020-07-16,154200,
7788,2020-11-05,160600,
7789,2020-10-27,147500,
7790,2020-09-11,68100,
7791,2020-12-30,101800,
7792,2020-11-07,62900,
7793,2020-07-11,101200,
7794,2020-07-04,113800,
7795,2020-10-09,190100,
7796,2021-03-26,75800,
7797,2020-12-06,191200,
7798,2021-02-28,167100,
7799,2020-08-14,143600,
7800,2021-02-18,169100,
7801,2020-07-16,140300,
7802,2020-07-09,198600,
7803,2020-10-16,84600,
7804,2021-01-08,144900,
7805,2021-04-10,90800,
7806,2020-08-16,65900,
7807,2020-12-13,181200,
7808,2021-04-09,182900,
7809,2020-10-01,62000,
7810,2020-09-29,15700,
7811,2020-07-21,140900,
7812,2021-02-05,179700,
7813,2020-09-05,150000,
7814,2020-11-20,114400,
7815,2020-08-22,60900,
7816,2021-01-21,176800,
7817,2020-08-02,16300,
7818,2021-01-09,129700,
7819,2020-08-02,66400,
7820,2020-12-23,12700,
7821,2021-04-08,167400,
7822,2021-03-09,175300,
7823,2020-06-29,133000,
7824,2020-08-29,161500,
7825,2021-04-17,162000,
7826,2021-03-07,152700,
7827,2020-12-18,38100,
7828,2021-01-17,67200,
7829,2020-09-23,14400,
7830,2020-09-07,83400,
7831,2020-07-20,150800,
7832,2020-12-15,30100,
7833,2021-02-17,116100,
7834,2020-11-05,189800,
7835,2020-07-24,108000,
7836,2020-11-21,77100,
7837,2020-10-09,24200,
7838,2021-01-02,135800,
7839,2020-11-23,148900,
7840,2020-08-23,185600,
7841,2021-03-12,166800,
7842,2020-11-14,67700,
7843,2020-12-02,91100,
7844,2021-02-04,171900,
7845,2020-09-07,68700,
7846,2021-04-10,185100,
7847,2020-11-19,159600,
7848,2020-11-29,162500,
7849,2020-09-16,122800,
7850,2020-10-30,22000,
7851,2021-03-03,40700,
7852,2020-09-06,42200,
7853,2020-11-04,139800,
7854,2020-07-30,122900,
7855,2020-08-11,40500,
7856,2021-03-30,27800,
7857,2021-03-22,172300,
7858,2020-09-26,42500,
7859,2021-03-05,131900,
7860,2021-02-05,143100,
7861,2020-09-04,71400,
7862,2020-07-03,165200,
7863,2021-02-04,170800,
7864,2020-07-11,147200,
7865,2020-09-13,144900,
7866,2021-02-26,97100,
7867,2020-11-14,73600,
7868,2020-08-25,119900,
7869,2021-03-28,23600,
7870,2020-07-03,112700,
7871,2021-02-28,120600,
7872,2021-04-14,121100,
7873,2020-09-10,150100,
7874,2020-09-11,168900,
7875,2021-01-05,130000,
7876,2020-11-02,116200,
7877,2021-02-24,48500,
7878,2020-08-25,68800,
7879,2020-07-21,29300,
7880,2021-02-28,58700,
7881,2020-10-19,148100,
7882,2020-12-17,120600,
7883,2020-06-24,126800,
7884,2020-07-12,30100,
7885,2021-03-22,96500,
7886,2021-04-12,86200,
7887,2021-03-11,15800,
7888,2020-07-19,120000,
7889,2020-09-27,76200,
7890,2021-03-27,113200,
7891,2021-01-29,72400,
7892,2021-02-10,103700,
7893,2020-08-11,117200,
7894,2020-11-05,122200,
7895,2020-11-29,117100,
7896,2020-08-14,65100,
7897,2020-11-12,141000,
7898,2020-10-26,105500,
7899,2020-12-12,91600,
7900,2021-01-04,59600,
7901,2021-03-12,140600,
7902,2020-08-10,125900,
7903,2020-11-06,147400,
7904,2021-04-01,64000,
